date,open,high,low,close,volume,Name
2013-03-25,30.88,30.95,30.68,30.82,3219965,BBT
2013-03-26,30.95,31.268,30.8301,31.21,3357344,BBT
2013-03-27,30.98,31.33,30.89,31.28,3060667,BBT
2013-03-28,31.25,31.415,31.055,31.39,4301157,BBT
2013-04-01,31.41,31.4199,30.7,30.89,3303573,BBT
2013-04-02,30.92,31.01,30.52,30.66,3377729,BBT
2013-04-03,30.68,30.78,30.09,30.17,4098691,BBT
2013-04-04,30.18,30.65,30.1,30.61,3662516,BBT
2013-04-05,30.19,30.26,29.82,30.1,5401916,BBT
2013-04-08,30.1,30.4,29.9,30.38,4047444,BBT
2013-04-09,30.76,31.01,30.54,30.9,4717532,BBT
2013-04-10,30.99,31.37,30.91,31.35,3593227,BBT
2013-04-11,31.35,31.43,31.05,31.24,3149143,BBT
2013-04-12,31.01,31.2,30.77,31.01,3320093,BBT
2013-04-15,30.86,30.91,30.1,30.1,5862461,BBT
2013-04-16,30.33,30.489,30.13,30.41,4524466,BBT
2013-04-17,30.15,30.3,29.61,30.02,5828661,BBT
2013-04-18,29.85,29.98,29.18,29.27,7366073,BBT
2013-04-19,29.55,29.75,29.29,29.69,3932326,BBT
2013-04-22,29.74,29.83,29.51,29.77,2636026,BBT
2013-04-23,29.96,30.06,29.68,29.97,4285085,BBT
2013-04-24,29.94,30.31,29.77,30.23,3747147,BBT
2013-04-25,30.33,30.835,30.225,30.67,4466506,BBT
2013-04-26,30.68,30.8002,30.37,30.57,3584818,BBT
2013-04-29,30.65,30.88,30.55,30.82,3987794,BBT
2013-04-30,30.78,30.845,30.61,30.77,3471371,BBT
2013-05-01,30.68,30.8,30.32,30.35,3426758,BBT
2013-05-02,30.39,30.77,30.1,30.6,4488900,BBT
2013-05-03,30.86,31.04,30.855,30.94,3769183,BBT
2013-05-06,30.91,31.18,30.88,31.16,2699853,BBT
2013-05-07,31.25,31.61,31.18,31.51,3016805,BBT
2013-05-08,31.14,31.54,31.13,31.52,2907158,BBT
2013-05-09,31.51,31.5901,31.28,31.35,3114966,BBT
2013-05-10,31.45,31.57,31.25,31.41,3364031,BBT
2013-05-13,31.39,31.9,31.38,31.74,4661979,BBT
2013-05-14,31.73,32.27,31.63,32.26,6586386,BBT
2013-05-15,32.17,32.61,32.13,32.49,4135282,BBT
2013-05-16,32.39,32.52,32.115,32.18,6183113,BBT
2013-05-17,32.32,32.63,32.23,32.55,3218824,BBT
2013-05-20,32.46,32.87,32.39,32.66,2778738,BBT
2013-05-21,32.62,32.905,32.62,32.72,2719739,BBT
2013-05-22,32.77,33.185,32.485,32.64,5948124,BBT
2013-05-23,32.28,33.0,32.26,32.87,5824855,BBT
2013-05-24,32.66,32.82,32.465,32.82,2638088,BBT
2013-05-28,33.11,33.48,32.97,33.14,4155503,BBT
2013-05-29,32.94,33.5,32.87,33.32,3671492,BBT
2013-05-30,33.4,33.69,33.2301,33.46,3512383,BBT
2013-05-31,33.36,33.49,32.92,32.92,3844701,BBT
2013-06-03,33.06,33.22,32.55,33.09,3861617,BBT
2013-06-04,33.14,33.37,32.71,32.96,4350079,BBT
2013-06-05,32.9,33.105,32.39,32.48,4706779,BBT
2013-06-06,32.38,32.69,32.1,32.68,2944763,BBT
2013-06-07,32.9,33.29,32.67,33.23,3088944,BBT
2013-06-10,33.43,33.7,33.36,33.43,4303645,BBT
2013-06-11,33.1,33.72,33.0,33.31,4328254,BBT
2013-06-12,33.47,33.57,32.87,32.96,2436334,BBT
2013-06-13,32.94,33.45,32.82,33.42,2852922,BBT
2013-06-14,33.35,33.39,32.665,32.78,2738707,BBT
2013-06-17,33.05,33.38,32.86,33.11,3553183,BBT
2013-06-18,33.13,33.45,33.06,33.38,2375590,BBT
2013-06-19,33.35,33.417,32.99,32.99,2952360,BBT
