date,open,high,low,close,volume,Name
2014-08-19,113.64,114.05,113.43,113.82,621888,ECL
2014-08-20,113.56,114.11,113.48,113.69,674932,ECL
2014-08-21,113.9,114.19,113.23,113.77,706206,ECL
2014-08-22,113.51,113.86,113.22,113.66,540980,ECL
2014-08-25,114.0,115.16,113.82,114.58,672528,ECL
2014-08-26,114.93,115.46,114.47,114.87,671711,ECL
2014-08-27,114.85,115.09,113.78,114.08,641657,ECL
2014-08-28,113.76,114.71,113.562,114.39,692977,ECL
2014-08-29,114.49,114.86,114.26,114.82,593818,ECL
2014-09-02,114.94,115.03,114.24,114.65,698814,ECL
2014-09-03,114.99,115.1,114.63,114.84,591292,ECL
2014-09-04,114.75,115.38,114.61,114.89,591212,ECL
2014-09-05,114.75,115.51,114.7201,115.51,531821,ECL
2014-09-08,115.28,116.1,114.96,115.64,741623,ECL
2014-09-09,115.32,115.53,114.51,114.66,478709,ECL
2014-09-10,114.82,114.82,113.87,114.75,507631,ECL
2014-09-11,114.55,114.91,114.19,114.7,452733,ECL
2014-09-12,114.59,116.31,114.335,115.47,1208732,ECL
2014-09-15,115.3,115.61,114.65,115.09,726614,ECL
2014-09-16,115.1,116.49,114.66,116.12,774404,ECL
2014-09-17,116.53,117.18,115.94,116.69,633329,ECL
2014-09-18,116.79,117.57,116.57,117.53,695021,ECL
2014-09-19,118.15,118.46,117.73,118.07,1201040,ECL
2014-09-22,117.9,118.43,117.11,117.31,979882,ECL
2014-09-23,117.29,117.32,116.74,116.77,726313,ECL
2014-09-24,116.84,117.88,116.77,117.63,1075276,ECL
2014-09-25,117.48,118.11,115.64,115.64,1270293,ECL
2014-09-26,115.54,116.64,115.51,116.56,935666,ECL
2014-09-29,116.06,116.71,115.71,116.32,723969,ECL
2014-09-30,116.25,116.69,114.5,114.83,1118271,ECL
2014-10-01,114.89,114.89,112.32,112.7,1390990,ECL
2014-10-02,112.43,113.46,111.53,113.3,1300483,ECL
2014-10-03,113.66,114.8,113.53,114.65,999766,ECL
2014-10-06,115.0,115.39,113.3,113.42,1033588,ECL
2014-10-07,112.93,113.13,111.8,111.81,1014848,ECL
2014-10-08,111.7,113.57,110.78,113.5,1022243,ECL
2014-10-09,113.36,113.77,110.47,110.66,1405042,ECL
2014-10-10,110.45,110.93,109.28,109.28,1304649,ECL
2014-10-13,109.45,109.8231,107.47,107.54,1127575,ECL
2014-10-14,108.31,108.64,106.41,106.98,1590813,ECL
2014-10-15,106.08,106.1,103.76,105.34,3094376,ECL
2014-10-16,103.55,106.35,103.4,105.39,2736413,ECL
2014-10-17,106.22,109.19,106.22,107.89,1865923,ECL
2014-10-20,107.98,109.96,107.92,109.95,885149,ECL
2014-10-21,110.56,112.79,110.28,112.7,1187198,ECL
2014-10-22,112.92,114.15,112.39,112.41,1398648,ECL
2014-10-23,113.72,113.72,112.298,112.56,1080362,ECL
2014-10-24,112.56,112.99,111.66,112.72,833797,ECL
2014-10-27,112.54,112.54,110.26,110.64,1847871,ECL
2014-10-28,111.74,113.57,110.13,110.61,1626734,ECL
2014-10-29,110.3,110.44,107.06,108.16,4442834,ECL
2014-10-30,112.78,113.4,112.435,112.98,651979,ECL
2014-10-31,109.91,111.35,109.045,111.23,1526902,ECL
2014-11-03,111.64,111.64,109.89,110.1,1634511,ECL
2014-11-04,110.05,110.28,108.71,109.35,1253543,ECL
2014-11-05,110.16,110.81,109.5,110.46,1325258,ECL
2014-11-06,110.82,111.99,110.27,111.94,875315,ECL
2014-11-07,112.02,112.63,111.95,112.48,737242,ECL
2014-11-10,112.45,112.82,112.17,112.73,505052,ECL
2014-11-11,112.15,113.37,111.95,112.79,536906,ECL
2014-11-12,112.78,113.4,112.435,112.98,651979,ECL
